도,시군,품목,작기,농가명,조사일자,개체번호,초장,엽장,엽폭,줄기굵기
경북,성주,참외,1,1,2019-01-23,1,,13.2,12.6,5.1
경북,성주,참외,1,1,2019-01-23,2,,15.5,12.9,5.4
경북,성주,참외,1,1,2019-01-23,3,,14.5,12.6,6.4
경북,성주,참외,1,1,2019-01-23,4,,13.9,12.1,5.7
경북,성주,참외,1,1,2019-01-30,1,,15.5,13.8,5.4
경북,성주,참외,1,1,2019-01-30,2,,12.5,11.4,5.9
경북,성주,참외,1,1,2019-01-30,3,,14.4,11.9,6.2
경북,성주,참외,1,1,2019-01-30,4,,13.8,15.2,4.7
경북,성주,참외,1,1,2019-02-08,1,,14.9,15.2,5.5
경북,성주,참외,1,1,2019-02-08,2,,13.2,11.2,6.0
경북,성주,참외,1,1,2019-02-08,3,,13.7,12.9,5.1
경북,성주,참외,1,1,2019-02-08,4,,14.2,12.8,5.7
경북,성주,참외,1,1,2019-02-13,1,,15.2,14.8,5.3
경북,성주,참외,1,1,2019-02-13,2,,11.2,10.6,6.2
경북,성주,참외,1,1,2019-02-13,3,,11.6,10.4,6.1
경북,성주,참외,1,1,2019-02-13,4,,13.5,12.4,6.2
경북,성주,참외,1,1,2019-02-20,1,,14.7,14.4,5.2
경북,성주,참외,1,1,2019-02-20,2,,13.8,11.2,5.3
경북,성주,참외,1,1,2019-02-20,3,,13.7,12.4,6.2
경북,성주,참외,1,1,2019-02-20,4,,12.8,11.4,5.9
경북,성주,참외,1,1,2019-02-27,1,,14.7,14.8,5.4
경북,성주,참외,1,1,2019-02-27,2,,13.4,12.4,5.5
경북,성주,참외,1,1,2019-02-27,3,,13.8,12.1,5.2
경북,성주,참외,1,1,2019-02-27,4,,10.6,9.5,5.8
경북,성주,참외,1,1,2019-03-07,1,,13.9,11.4,3.7
경북,성주,참외,1,1,2019-03-07,2,,10.9,11.2,4.3
경북,성주,참외,1,1,2019-03-07,3,,12.4,13.1,4.7
경북,성주,참외,1,1,2019-03-07,4,,12.4,12.6,4.5
경북,성주,참외,1,1,2019-03-13,1,,8.6,8.2,3.6
경북,성주,참외,1,1,2019-03-13,2,,10.0,9.1,4.4
경북,성주,참외,1,1,2019-03-13,3,,8.4,8.3,4.2
경북,성주,참외,1,1,2019-03-13,4,,9.1,8.5,4.4
경북,성주,참외,1,1,2019-03-21,1,,9.8,8.1,4.5
경북,성주,참외,1,1,2019-03-21,2,,10.4,9.5,5.0
경북,성주,참외,1,1,2019-03-21,3,,10.0,9.0,4.2
경북,성주,참외,1,1,2019-03-21,4,,10.6,9.3,4.4
경북,성주,참외,1,1,2019-03-28,1,,10.5,8.9,3.8
경북,성주,참외,1,1,2019-03-28,2,,10.3,9.4,4.1
경북,성주,참외,1,1,2019-03-28,3,,11.0,9.6,4.4
경북,성주,참외,1,1,2019-03-28,4,,10.0,8.6,4.5
경북,성주,참외,1,1,2019-04-04,1,,9.4,7.6,4.5
경북,성주,참외,1,1,2019-04-04,2,,8.9,7.2,3.9
경북,성주,참외,1,1,2019-04-04,3,,10.8,10.1,4.4
경북,성주,참외,1,1,2019-04-04,4,,9.7,8.3,4.0
경북,성주,참외,1,1,2019-04-11,1,,10.3,8.7,4.8
경북,성주,참외,1,1,2019-04-11,2,,9.2,8.7,4.6
경북,성주,참외,1,1,2019-04-11,3,,9.4,9.4,4.4
경북,성주,참외,1,1,2019-04-11,4,,10.2,9.9,4.5
경북,성주,참외,1,1,2019-04-18,1,,13.8,12.3,4.8
경북,성주,참외,1,1,2019-04-18,2,,12.9,11.6,4.7
경북,성주,참외,1,1,2019-04-18,3,,11.4,9.2,4.9
경북,성주,참외,1,1,2019-04-18,4,,10.2,9.2,5.0
경북,성주,참외,1,1,2019-04-24,1,,11.6,10.5,4.5
경북,성주,참외,1,1,2019-04-24,2,,12.2,11.0,4.8
경북,성주,참외,1,1,2019-04-24,3,,13.1,10.8,4.9
경북,성주,참외,1,1,2019-04-24,4,,11.9,11.2,5.0
경북,성주,참외,1,1,2019-05-03,1,,11.1,11.0,4.7
경북,성주,참외,1,1,2019-05-03,2,,11.0,9.8,5.4
경북,성주,참외,1,1,2019-05-03,3,,11.5,11.5,4.7
경북,성주,참외,1,1,2019-05-03,4,,10.1,9.5,4.3
경북,성주,참외,1,1,2019-05-09,1,,10.7,9.4,5.0
경북,성주,참외,1,1,2019-05-09,2,,10.6,10.2,5.1
경북,성주,참외,1,1,2019-05-09,3,,10.3,9.6,4.4
경북,성주,참외,1,1,2019-05-09,4,,9.5,9.4,4.6
경북,성주,참외,1,1,2019-05-15,1,,7.6,7.3,3.9
경북,성주,참외,1,1,2019-05-15,2,,8.1,9.1,4.8
경북,성주,참외,1,1,2019-05-15,3,,9.2,8.8,4.7
경북,성주,참외,1,1,2019-05-15,4,,9.6,9.2,4.4
경북,성주,참외,1,1,2019-05-22,1,,8.3,8.4,4.2
경북,성주,참외,1,1,2019-05-22,2,,7.7,7.2,5.4
경북,성주,참외,1,1,2019-05-22,3,,8.2,8.3,3.4
경북,성주,참외,1,1,2019-05-22,4,,10.2,9.4,4.5
경북,성주,참외,1,1,2019-05-29,1,,7.2,9.0,4.7
경북,성주,참외,1,1,2019-05-29,2,,6.6,9.1,3.9
경북,성주,참외,1,1,2019-05-29,3,,7.4,8.5,4.4
경북,성주,참외,1,1,2019-05-29,4,,7.4,8.1,5.1
경북,성주,참외,1,1,2019-06-05,1,,9.3,9.6,4.1
경북,성주,참외,1,1,2019-06-05,2,,8.6,9.0,3.7
경북,성주,참외,1,1,2019-06-05,3,,7.7,8.0,3.3
경북,성주,참외,1,1,2019-06-05,4,,8.5,7.8,3.1
경북,성주,참외,1,1,2019-06-13,1,,7.6,7.7,4.7
경북,성주,참외,1,1,2019-06-13,2,,8.8,8.2,4.5
경북,성주,참외,1,1,2019-06-13,3,,9.1,9.0,5.2
경북,성주,참외,1,1,2019-06-13,4,,9.8,9.7,4.4
경북,성주,참외,1,1,2019-06-19,1,,8.7,7.9,4.5
경북,성주,참외,1,1,2019-06-19,2,,6.8,7.2,4.8
경북,성주,참외,1,1,2019-06-19,3,,8.8,8.4,5.1
경북,성주,참외,1,1,2019-06-19,4,,7.6,8.1,5.1
경북,성주,참외,1,1,2019-06-26,1,,8.9,7.6,4.9
경북,성주,참외,1,1,2019-06-26,2,,8.1,8.2,5.5
경북,성주,참외,1,1,2019-06-26,3,,8.9,8.1,4.9
경북,성주,참외,1,1,2019-06-26,4,,10.2,9.1,4.8
경북,성주,참외,1,1,2019-07-03,1,,,,
경북,성주,참외,1,1,2019-07-03,2,,,,
경북,성주,참외,1,1,2019-07-03,3,,,,
경북,성주,참외,1,1,2019-07-03,4,,,,
경북,성주,참외,1,3,2019-01-24,1,126.0,11.9,11.5,3.9
경북,성주,참외,1,3,2019-01-24,2,114.3,12.3,11.6,4.2
경북,성주,참외,1,3,2019-01-24,3,116.3,12.2,12.6,4.1
경북,성주,참외,1,3,2019-01-24,4,103.5,11.5,12.6,4.2
경북,성주,참외,1,3,2019-01-30,1,128.3,13.5,13.2,4.1
경북,성주,참외,1,3,2019-01-30,2,134.2,14.0,13.9,4.5
경북,성주,참외,1,3,2019-01-30,3,139.4,14.1,12.9,4.5
경북,성주,참외,1,3,2019-01-30,4,136.8,13.8,12.3,4.6
경북,성주,참외,1,3,2019-02-08,1,228.3,16.3,14.7,5.1
경북,성주,참외,1,3,2019-02-08,2,221.6,15.8,13.4,5.3
경북,성주,참외,1,3,2019-02-08,3,210.8,15.7,14.1,5.6
경북,성주,참외,1,3,2019-02-08,4,203.3,16.5,13.8,5.1
경북,성주,참외,1,3,2019-02-13,1,,15.2,13.0,5.2
경북,성주,참외,1,3,2019-02-13,2,,16.0,14.2,5.2
경북,성주,참외,1,3,2019-02-13,3,,15.9,14.1,5.2
경북,성주,참외,1,3,2019-02-13,4,,16.1,13.1,5.7
경북,성주,참외,1,3,2019-02-20,1,,15.1,13.3,5.4
경북,성주,참외,1,3,2019-02-20,2,,15.3,12.7,5.4
경북,성주,참외,1,3,2019-02-20,3,,14.7,14.0,5.0
경북,성주,참외,1,3,2019-02-20,4,,16.1,14.6,4.9
경북,성주,참외,1,3,2019-02-27,1,,16.8,13.2,5.5
경북,성주,참외,1,3,2019-02-27,2,,17.2,14.1,5.6
경북,성주,참외,1,3,2019-02-27,3,,17.6,14.6,5.4
경북,성주,참외,1,3,2019-02-27,4,,15.9,13.2,5.2
경북,성주,참외,1,3,2019-03-07,1,,15.3,13.0,5.1
경북,성주,참외,1,3,2019-03-07,2,,15.2,13.2,5.4
경북,성주,참외,1,3,2019-03-07,3,,14.7,13.5,5.0
경북,성주,참외,1,3,2019-03-07,4,,15.8,14.2,5.2
경북,성주,참외,1,3,2019-03-13,1,,13.8,11.4,5.0
경북,성주,참외,1,3,2019-03-13,2,,17.0,14.2,5.2
경북,성주,참외,1,3,2019-03-13,3,,16.8,15.3,5.7
경북,성주,참외,1,3,2019-03-13,4,,16.4,13.2,4.9
경북,성주,참외,1,3,2019-03-20,1,,15.8,13.8,4.8
경북,성주,참외,1,3,2019-03-20,2,,15.5,13.1,5.0
경북,성주,참외,1,3,2019-03-20,3,,16.1,13.2,4.9
경북,성주,참외,1,3,2019-03-20,4,,15.3,13.1,5.2
경북,성주,참외,1,3,2019-03-27,1,,14.2,12.0,4.7
경북,성주,참외,1,3,2019-03-27,2,,13.8,11.5,5.1
경북,성주,참외,1,3,2019-03-27,3,,14.6,12.3,5.0
경북,성주,참외,1,3,2019-03-27,4,,14.7,12.9,5.5
경북,성주,참외,1,3,2019-04-03,1,,14.3,13.2,4.9
경북,성주,참외,1,3,2019-04-03,2,,15.1,13.8,5.3
경북,성주,참외,1,3,2019-04-03,3,,14.6,12.8,6.0
경북,성주,참외,1,3,2019-04-03,4,,14.3,13.2,5.5
경북,성주,참외,1,3,2019-04-10,1,,15.3,13.2,5.8
경북,성주,참외,1,3,2019-04-10,2,,13.2,11.5,5.0
경북,성주,참외,1,3,2019-04-10,3,,14.6,12.7,5.2
경북,성주,참외,1,3,2019-04-10,4,,14.7,13.0,5.5
경북,성주,참외,1,3,2019-04-17,1,,16.2,13.9,5.0
경북,성주,참외,1,3,2019-04-17,2,,16.1,14.1,5.5
경북,성주,참외,1,3,2019-04-17,3,,15.1,14.2,5.4
경북,성주,참외,1,3,2019-04-17,4,,17.4,15.1,5.3
경북,성주,참외,1,3,2019-04-23,1,,14.4,12.6,5.5
경북,성주,참외,1,3,2019-04-23,2,,15.4,13.6,5.4
경북,성주,참외,1,3,2019-04-23,3,,15.3,13.3,5.6
경북,성주,참외,1,3,2019-04-23,4,,15.6,13.9,6.0
경북,성주,참외,1,3,2019-05-02,1,,12.0,9.2,5.7
경북,성주,참외,1,3,2019-05-02,2,,13.6,12.8,5.8
경북,성주,참외,1,3,2019-05-02,3,,12.1,11.6,5.5
경북,성주,참외,1,3,2019-05-02,4,,13.5,11.3,6.0
경북,성주,참외,1,3,2019-05-08,1,,15.9,15.3,5.0
경북,성주,참외,1,3,2019-05-08,2,,15.0,14.0,5.1
경북,성주,참외,1,3,2019-05-08,3,,14.2,13.1,5.7
경북,성주,참외,1,3,2019-05-08,4,,16.8,14.9,5.5
경북,성주,참외,1,3,2019-05-15,1,,14.5,11.7,6.0
경북,성주,참외,1,3,2019-05-15,2,,13.6,11.0,5.2
경북,성주,참외,1,3,2019-05-15,3,,14.4,12.7,5.5
경북,성주,참외,1,3,2019-05-15,4,,13.2,12.9,5.7
경북,성주,참외,1,3,2019-05-22,1,,12.6,10.1,5.7
경북,성주,참외,1,3,2019-05-22,2,,13.2,12.4,5.7
경북,성주,참외,1,3,2019-05-22,3,,13.4,12.3,6.1
경북,성주,참외,1,3,2019-05-22,4,,15.0,12.8,6.0
경북,성주,참외,1,3,2019-05-29,1,,11.4,9.9,5.5
경북,성주,참외,1,3,2019-05-29,2,,10.1,10.2,5.7
경북,성주,참외,1,3,2019-05-29,3,,10.1,8.4,6.2
경북,성주,참외,1,3,2019-05-29,4,,11.7,10.1,6.6
경북,성주,참외,1,3,2019-06-07,1,,12.5,10.3,6.1
경북,성주,참외,1,3,2019-06-07,2,,11.2,11.0,6.3
경북,성주,참외,1,3,2019-06-07,3,,10.1,10.1,4.9
경북,성주,참외,1,3,2019-06-07,4,,12.0,11.2,5.5
경북,성주,참외,1,3,2019-06-13,1,,11.3,10.5,5.8
경북,성주,참외,1,3,2019-06-13,2,,12.3,11.0,5.2
경북,성주,참외,1,3,2019-06-13,3,,10.3,9.7,6.1
경북,성주,참외,1,3,2019-06-13,4,,9.8,8.2,5.9
경북,성주,참외,1,3,2019-06-19,1,,10.2,9.7,5.6
경북,성주,참외,1,3,2019-06-19,2,,10.8,9.9,5.5
경북,성주,참외,1,3,2019-06-19,3,,10.3,10.0,5.4
경북,성주,참외,1,3,2019-06-19,4,,9.7,8.5,6.0
경북,성주,참외,1,3,2019-06-26,1,,10.8,10.0,5.6
경북,성주,참외,1,3,2019-06-26,2,,11.3,10.3,5.5
경북,성주,참외,1,3,2019-06-26,3,,10.9,10.7,5.7
경북,성주,참외,1,3,2019-06-26,4,,10.1,8.6,5.6
경북,성주,참외,1,3,2019-07-03,1,,11.4,10.4,4.9
경북,성주,참외,1,3,2019-07-03,2,,12.8,10.6,4.8
경북,성주,참외,1,3,2019-07-03,3,,12.1,10.9,5.1
경북,성주,참외,1,3,2019-07-03,4,,10.5,8.8,5.6
경북,성주,참외,1,3,2019-07-10,1,,11.8,9.6,5.2
경북,성주,참외,1,3,2019-07-10,2,,13.4,10.3,5.3
경북,성주,참외,1,3,2019-07-10,3,,12.8,10.6,4.9
경북,성주,참외,1,3,2019-07-10,4,,10.9,9.7,4.7
경북,성주,참외,1,4,2018-12-19,1,59.2,9.2,7.8,3.9
경북,성주,참외,1,4,2018-12-19,2,57.5,9.5,10.5,
경북,성주,참외,1,4,2018-12-19,3,37.5,8.2,8.5,
경북,성주,참외,1,4,2018-12-19,4,65.5,9.2,10.0,4.3
경북,성주,참외,1,4,2018-12-26,1,55.9,6.3,6.8,2.3
경북,성주,참외,1,4,2018-12-26,2,105.5,8.5,9.1,
경북,성주,참외,1,4,2018-12-26,3,68.1,9.0,9.2,3.1
경북,성주,참외,1,4,2018-12-26,4,71.0,8.1,8.9,1.9
경북,성주,참외,1,4,2019-01-03,1,118.4,13.0,11.5,4.5
경북,성주,참외,1,4,2019-01-03,2,141.3,13.3,11.9,3.2
경북,성주,참외,1,4,2019-01-03,3,139.0,13.2,12.0,2.7
경북,성주,참외,1,4,2019-01-03,4,102.1,12.2,11.9,3.6
경북,성주,참외,1,4,2019-01-08,1,117.6,12.5,12.5,4.3
경북,성주,참외,1,4,2019-01-08,2,,14.6,14.2,5.6
경북,성주,참외,1,4,2019-01-08,3,133.4,13.4,12.0,4.3
경북,성주,참외,1,4,2019-01-08,4,136.6,14.2,13.4,4.8
경북,성주,참외,1,4,2019-01-15,1,,15.3,14.1,6.7
경북,성주,참외,1,4,2019-01-15,2,,14.1,11.6,6.0
경북,성주,참외,1,4,2019-01-15,3,,15.1,13.6,5.3
경북,성주,참외,1,4,2019-01-15,4,,15.4,14.0,6.1
경북,성주,참외,1,4,2019-01-22,1,,14.1,12.3,5.2
경북,성주,참외,1,4,2019-01-22,2,,16.9,14.1,5.4
경북,성주,참외,1,4,2019-01-22,3,,13.9,12.5,5.2
경북,성주,참외,1,4,2019-01-22,4,,13.6,12.1,5.3
경북,성주,참외,1,4,2019-01-29,1,,15.3,14.5,6.4
경북,성주,참외,1,4,2019-01-29,2,,15.6,14.6,5.8
경북,성주,참외,1,4,2019-01-29,3,,15.6,14.2,6.3
경북,성주,참외,1,4,2019-01-29,4,,16.8,14.1,5.4
경북,성주,참외,1,4,2019-02-07,1,,15.4,15.6,6.1
경북,성주,참외,1,4,2019-02-07,2,,16.1,14.4,6.1
경북,성주,참외,1,4,2019-02-07,3,,15.9,13.2,5.6
경북,성주,참외,1,4,2019-02-07,4,,16.2,15.0,5.5
경북,성주,참외,1,4,2019-02-12,1,,13.3,13.1,6.0
경북,성주,참외,1,4,2019-02-12,2,,17.4,14.1,6.1
경북,성주,참외,1,4,2019-02-12,3,,15.2,14.3,5.4
경북,성주,참외,1,4,2019-02-12,4,,16.0,13.4,5.6
경북,성주,참외,1,4,2019-02-19,1,,16.1,14.5,6.1
경북,성주,참외,1,4,2019-02-19,2,,16.3,14.7,5.9
경북,성주,참외,1,4,2019-02-19,3,,16.0,13.5,6.0
경북,성주,참외,1,4,2019-02-19,4,,14.7,13.6,6.2
경북,성주,참외,1,4,2019-02-26,1,,15.2,13.2,6.0
경북,성주,참외,1,4,2019-02-26,2,,15.6,13.1,5.9
경북,성주,참외,1,4,2019-02-26,3,,15.8,14.1,5.8
경북,성주,참외,1,4,2019-02-26,4,,16.4,15.3,6.0
경북,성주,참외,1,4,2019-03-04,1,,13.5,12.8,6.1
경북,성주,참외,1,4,2019-03-04,2,,13.2,11.8,5.8
경북,성주,참외,1,4,2019-03-04,3,,15.1,12.8,5.7
경북,성주,참외,1,4,2019-03-04,4,,15.2,11.9,5.9
경북,성주,참외,1,4,2019-03-12,1,,14.1,13.8,5.7
경북,성주,참외,1,4,2019-03-12,2,,12.3,11.2,5.9
경북,성주,참외,1,4,2019-03-12,3,,13.1,11.9,6.0
경북,성주,참외,1,4,2019-03-12,4,,12.6,11.5,6.1
경북,성주,참외,1,4,2019-03-19,1,,12.3,11.4,5.8
경북,성주,참외,1,4,2019-03-19,2,,12.5,10.5,5.8
경북,성주,참외,1,4,2019-03-19,3,,13.1,11.8,5.9
경북,성주,참외,1,4,2019-03-19,4,,12.1,10.4,6.2
경북,성주,참외,1,4,2019-03-26,1,,11.9,11.1,5.6
경북,성주,참외,1,4,2019-03-26,2,,11.3,10.1,6.0
경북,성주,참외,1,4,2019-03-26,3,,12.6,11.3,5.7
경북,성주,참외,1,4,2019-03-26,4,,13.6,12.4,5.9
경북,성주,참외,1,4,2019-04-02,1,,12.8,10.7,5.9
경북,성주,참외,1,4,2019-04-02,2,,11.8,10.7,5.5
경북,성주,참외,1,4,2019-04-02,3,,11.0,9.8,5.9
경북,성주,참외,1,4,2019-04-02,4,,12.1,10.6,4.5
경북,성주,참외,1,4,2019-04-09,1,,11.3,9.4,5.5
경북,성주,참외,1,4,2019-04-09,2,,12.2,10.1,5.6
경북,성주,참외,1,4,2019-04-09,3,,12.4,10.9,5.5
경북,성주,참외,1,4,2019-04-09,4,,11.4,10.8,5.4
경북,성주,참외,1,4,2019-04-16,1,,9.1,8.7,5.2
경북,성주,참외,1,4,2019-04-16,2,,10.1,8.9,5.3
경북,성주,참외,1,4,2019-04-16,3,,9.7,8.2,5.0
경북,성주,참외,1,4,2019-04-16,4,,8.6,6.3,5.5
경북,성주,참외,1,4,2019-04-22,1,,10.1,9.5,4.9
경북,성주,참외,1,4,2019-04-22,2,,11.9,8.6,5.3
경북,성주,참외,1,4,2019-04-22,3,,12.6,11.5,5.1
경북,성주,참외,1,4,2019-04-22,4,,10.9,9.7,5.5
경북,성주,참외,1,4,2019-04-30,1,,9.4,9.1,4.4
경북,성주,참외,1,4,2019-04-30,2,,11.0,10.7,4.8
경북,성주,참외,1,4,2019-04-30,3,,10.5,9.8,4.7
경북,성주,참외,1,4,2019-04-30,4,,10.2,10.1,5.0
경북,성주,참외,1,4,2019-05-07,1,,12.0,11.0,4.6
경북,성주,참외,1,4,2019-05-07,2,,10.5,10.0,6.1
경북,성주,참외,1,4,2019-05-07,3,,9.7,9.1,5.2
경북,성주,참외,1,4,2019-05-07,4,,10.1,9.4,4.9
경북,성주,참외,1,4,2019-05-14,1,,9.2,8.8,4.4
경북,성주,참외,1,4,2019-05-14,2,,10.5,9.5,4.7
경북,성주,참외,1,4,2019-05-14,3,,10.8,9.9,4.9
경북,성주,참외,1,4,2019-05-14,4,,10.5,9.2,4.8
경북,성주,참외,1,4,2019-05-21,1,,11.4,10.2,6.1
경북,성주,참외,1,4,2019-05-21,2,,8.6,7.7,5.8
경북,성주,참외,1,4,2019-05-21,3,,9.9,9.5,5.3
경북,성주,참외,1,4,2019-05-21,4,,10.2,8.8,5.5
경북,성주,참외,1,4,2019-05-28,1,,9.4,8.0,5.5
경북,성주,참외,1,4,2019-05-28,2,,8.8,8.1,5.6
경북,성주,참외,1,4,2019-05-28,3,,8.4,7.9,5.2
경북,성주,참외,1,4,2019-05-28,4,,8.8,7.6,6.0
경북,성주,참외,1,4,2019-06-05,1,,11.2,10.7,6.0
경북,성주,참외,1,4,2019-06-05,2,,10.6,9.2,6.3
경북,성주,참외,1,4,2019-06-05,3,,9.4,8.2,6.5
경북,성주,참외,1,4,2019-06-05,4,,10.6,10.1,5.2
경북,성주,참외,1,4,2019-06-12,1,,8.2,7.2,5.4
경북,성주,참외,1,4,2019-06-12,2,,9.1,8.7,5.2
경북,성주,참외,1,4,2019-06-12,3,,8.4,6.9,5.1
경북,성주,참외,1,4,2019-06-12,4,,8.6,7.0,5.3
경북,성주,참외,1,4,2019-06-18,1,,8.8,8.1,5.5
경북,성주,참외,1,4,2019-06-18,2,,9.3,9.1,5.4
경북,성주,참외,1,4,2019-06-18,3,,10.1,10.0,4.8
경북,성주,참외,1,4,2019-06-18,4,,8.8,8.0,5.6
경북,성주,참외,1,4,2019-06-25,1,,8.9,8.4,5.7
경북,성주,참외,1,4,2019-06-25,2,,9.5,9.5,5.5
경북,성주,참외,1,4,2019-06-25,3,,10.8,10.9,5.2
경북,성주,참외,1,4,2019-06-25,4,,8.7,8.1,5.8
경북,성주,참외,1,4,2019-07-02,1,,9.2,8.8,5.9
경북,성주,참외,1,4,2019-07-02,2,,9.7,9.7,5.7
경북,성주,참외,1,4,2019-07-02,3,,11.3,11.1,5.5
경북,성주,참외,1,4,2019-07-02,4,,8.9,8.7,5.7
경북,성주,참외,1,4,2019-07-09,1,,9.5,9.3,5.7
경북,성주,참외,1,4,2019-07-09,2,,10.2,10.5,5.2
경북,성주,참외,1,4,2019-07-09,3,,11.8,12.7,5.4
경북,성주,참외,1,4,2019-07-09,4,,9.4,9.8,5.6
경북,성주,참외,1,5,2019-01-23,1,,16.1,14.1,2.6
경북,성주,참외,1,5,2019-01-23,2,,17.8,15.3,3.6
경북,성주,참외,1,5,2019-01-23,3,,16.8,15.0,3.6
경북,성주,참외,1,5,2019-01-23,4,,15.5,15.4,2.5
경북,성주,참외,1,5,2019-01-30,1,,17.6,12.6,6.5
경북,성주,참외,1,5,2019-01-30,2,,18.2,14.3,6.1
경북,성주,참외,1,5,2019-01-30,3,,18.1,15.5,6.5
경북,성주,참외,1,5,2019-01-30,4,,18.8,14.9,6.3
경북,성주,참외,1,5,2019-02-08,1,,16.1,13.5,5.4
경북,성주,참외,1,5,2019-02-08,2,,14.0,13.1,4.5
경북,성주,참외,1,5,2019-02-08,3,,16.0,14.5,4.2
경북,성주,참외,1,5,2019-02-08,4,,14.6,14.6,5.3
경북,성주,참외,1,5,2019-02-13,1,,14.2,12.8,6.5
경북,성주,참외,1,5,2019-02-13,2,,14.6,12.8,6.5
경북,성주,참외,1,5,2019-02-13,3,,14.8,14.0,7.7
경북,성주,참외,1,5,2019-02-13,4,,14.5,13.8,5.7
경북,성주,참외,1,5,2019-02-20,1,,16.1,15.1,4.9
경북,성주,참외,1,5,2019-02-20,2,,11.5,9.8,6.2
경북,성주,참외,1,5,2019-02-20,3,,15.5,14.2,6.5
경북,성주,참외,1,5,2019-02-20,4,,14.8,13.2,6.6
경북,성주,참외,1,5,2019-02-27,1,,11.8,10.6,6.2
경북,성주,참외,1,5,2019-02-27,2,,11.5,8.9,5.6
경북,성주,참외,1,5,2019-02-27,3,,9.6,8.8,4.8
경북,성주,참외,1,5,2019-02-27,4,,10.8,9.3,4.4
경북,성주,참외,1,5,2019-03-07,1,,11.3,10.9,4.3
경북,성주,참외,1,5,2019-03-07,2,,12.6,10.4,4.3
경북,성주,참외,1,5,2019-03-07,3,,13.2,9.6,4.2
경북,성주,참외,1,5,2019-03-07,4,,7.9,8.1,3.5
경북,성주,참외,1,5,2019-03-13,1,,10.6,10.5,4.6
경북,성주,참외,1,5,2019-03-13,2,,11.8,10.2,3.8
경북,성주,참외,1,5,2019-03-13,3,,9.6,8.8,4.6
경북,성주,참외,1,5,2019-03-13,4,,9.9,9.0,4.4
경북,성주,참외,1,5,2019-03-21,1,,12.8,11.0,5.1
경북,성주,참외,1,5,2019-03-21,2,,12.2,11.2,5.0
경북,성주,참외,1,5,2019-03-21,3,,11.8,10.1,4.8
경북,성주,참외,1,5,2019-03-21,4,,12.0,10.8,5.0
경북,성주,참외,1,5,2019-03-28,1,,11.9,10.5,5.3
경북,성주,참외,1,5,2019-03-28,2,,10.8,10.0,4.7
경북,성주,참외,1,5,2019-03-28,3,,11.1,10.5,4.4
경북,성주,참외,1,5,2019-03-28,4,,12.2,10.9,4.8
경북,성주,참외,1,5,2019-04-04,1,,11.5,10.4,5.1
경북,성주,참외,1,5,2019-04-04,2,,11.6,9.8,5.3
경북,성주,참외,1,5,2019-04-04,3,,10.8,9.4,5.0
경북,성주,참외,1,5,2019-04-04,4,,11.2,9.7,4.8
경북,성주,참외,1,5,2019-04-11,1,,13.5,11.7,4.4
경북,성주,참외,1,5,2019-04-11,2,,12.1,10.9,4.6
경북,성주,참외,1,5,2019-04-11,3,,12.3,10.7,4.8
경북,성주,참외,1,5,2019-04-11,4,,12.3,9.6,4.8
경북,성주,참외,1,5,2019-04-18,1,,14.6,13.1,4.6
경북,성주,참외,1,5,2019-04-18,2,,13.9,11.3,4.5
경북,성주,참외,1,5,2019-04-18,3,,13.7,12.4,4.4
경북,성주,참외,1,5,2019-04-18,4,,12.8,11.4,4.5
경북,성주,참외,1,5,2019-04-24,1,,12.3,11.6,4.8
경북,성주,참외,1,5,2019-04-24,2,,13.7,12.7,5.1
경북,성주,참외,1,5,2019-04-24,3,,11.8,10.1,4.4
경북,성주,참외,1,5,2019-04-24,4,,14.0,12.9,4.7
경북,성주,참외,1,5,2019-05-03,1,,10.5,9.4,3.8
경북,성주,참외,1,5,2019-05-03,2,,9.8,9.3,4.5
경북,성주,참외,1,5,2019-05-03,3,,9.6,9.2,4.6
경북,성주,참외,1,5,2019-05-03,4,,9.2,8.8,4.0
경북,성주,참외,1,5,2019-05-09,1,,10.4,9.2,4.2
경북,성주,참외,1,5,2019-05-09,2,,10.1,8.5,4.4
경북,성주,참외,1,5,2019-05-09,3,,10.5,8.5,4.6
경북,성주,참외,1,5,2019-05-09,4,,12.6,10.1,4.2
경북,성주,참외,1,5,2019-05-15,1,,10.5,10.3,4.5
경북,성주,참외,1,5,2019-05-15,2,,8.7,8.4,4.7
경북,성주,참외,1,5,2019-05-15,3,,9.3,8.7,4.9
경북,성주,참외,1,5,2019-05-15,4,,9.3,8.6,5.1
경북,성주,참외,1,5,2019-05-22,1,,9.4,9.1,4.6
경북,성주,참외,1,5,2019-05-22,2,,8.6,9.0,5.3
경북,성주,참외,1,5,2019-05-22,3,,8.7,8.5,3.2
경북,성주,참외,1,5,2019-05-22,4,,8.6,7.8,5.1
경북,성주,참외,1,5,2019-05-29,1,,9.4,9.4,4.7
경북,성주,참외,1,5,2019-05-29,2,,7.5,8.4,4.6
경북,성주,참외,1,5,2019-05-29,3,,10.5,10.4,5.3
경북,성주,참외,1,5,2019-05-29,4,,6.6,8.1,5.2
경북,성주,참외,1,5,2019-06-05,1,,8.6,10.1,4.6
경북,성주,참외,1,5,2019-06-05,2,,8.7,8.6,5.2
경북,성주,참외,1,5,2019-06-05,3,,9.4,8.6,3.2
경북,성주,참외,1,5,2019-06-05,4,,10.4,9.6,3.9
경북,성주,참외,1,5,2019-06-13,1,,9.4,9.2,4.5
